Layer_Index,Before_Pruning,After_Pruning,Total_Pareto
0,11,5,5
1,10,4,4
2,10,4,4
3,10,4,4
4,10,4,4
5,10,4,4
6,10,4,4
7,9,4,4
8,10,4,4
9,10,4,4
10,10,4,4
11,10,4,4
12,10,4,4
13,8,2,2
14,11,3,3
15,11,3,3
16,11,3,3
17,11,3,3
18,11,3,3
19,1,1,0
