Layer_Index,Before_Pruning,After_Pruning,Total_Pareto
0,10,4,4
1,11,5,5
2,11,5,5
3,11,5,5
4,11,5,5
5,11,5,5
6,11,5,5
7,11,5,5
8,12,5,5
9,12,5,5
10,12,5,5
11,12,5,5
12,12,5,5
13,9,4,4
14,9,3,3
15,9,3,3
16,9,3,3
17,9,3,3
18,9,3,3
19,1,1,0
