559440.0,6216,1,10.0,3.0,3,64
12616704.0,24642,2,4.0,4.0,32,128
3097600.0,6050,2,4.0,4.0,32,128
6195200.0,12100,4,4.0,4.0,32,128
2239488.0,5832,4,4.0,3.0,42,256
4478976.0,10206,7,4.0,3.0,42,256
1557504.0,3380,5,3.0,3.0,56,512
3115008.0,6084.0,10,3.0,3.0,56,512
663552.0,1296.0,10,3.0,3.0,56,512
663552.0,1296.0,10,3.0,3.0,56,512
