Scheme ID,Layer1_data_transmission,Layer1_compute_cycles,Layer1_resource_limit,Layer1_mapping_design,Layer2_data_transmission,Layer2_compute_cycles,Layer2_resource_limit,Layer2_mapping_design,Layer3_data_transmission,Layer3_compute_cycles,Layer3_resource_limit,Layer3_mapping_design,Layer4_data_transmission,Layer4_compute_cycles,Layer4_resource_limit,Layer4_mapping_design,Layer5_data_transmission,Layer5_compute_cycles,Layer5_resource_limit,Layer5_mapping_design,Layer6_data_transmission,Layer6_compute_cycles,Layer6_resource_limit,Layer6_mapping_design,Layer7_data_transmission,Layer7_compute_cycles,Layer7_resource_limit,Layer7_mapping_design,Layer8_data_transmission,Layer8_compute_cycles,Layer8_resource_limit,Layer8_mapping_design,Layer9_data_transmission,Layer9_compute_cycles,Layer9_resource_limit,Layer9_mapping_design,Layer10_data_transmission,Layer10_compute_cycles,Layer10_resource_limit,Layer10_mapping_design,Total data transmission,Total compute cycles,Total resource
154,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35197608.0,85058.0,57
155,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32958120.0,80684.0,59
156,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34077864.0,82142.0,58
157,279720.0,6660,4,"[7.0, 8.0, 3.0, 17]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",31838376.0,77768.0,60
158,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38249664.0,85021.0,56
159,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36010176.0,80647.0,58
160,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37129920.0,82105.0,57
161,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34890432.0,77731.0,59
162,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36146880.0,85021.0,57
163,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33907392.0,80647.0,59
164,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35027136.0,82105.0,58
165,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32787648.0,77731.0,60
166,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35180736.0,85243.0,58
167,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",32941248.0,80869.0,60
168,262848.0,6845,5,"[8.0, 8.0, 3.0, 14]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34060992.0,82327.0,59
169,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38246691.0,84926.0,57
170,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36007203.0,80552.0,59
171,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37126947.0,82010.0,58
172,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34887459.0,77636.0,60
173,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36143907.0,84926.0,58
174,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33904419.0,80552.0,60
175,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35024163.0,82010.0,59
176,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35177763.0,85148.0,59
177,259875.0,6750,6,"[7.0, 11.0, 3.0, 11]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34058019.0,82232.0,60
178,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38242560.0,85280.0,57
179,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36003072.0,80906.0,59
180,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37122816.0,82364.0,58
181,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34883328.0,77990.0,60
182,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36139776.0,85280.0,58
183,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",33900288.0,80906.0,60
184,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35020032.0,82364.0,59
185,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35173632.0,85502.0,59
186,255744.0,7104,6,"[8.0, 9.0, 3.0, 12]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",34053888.0,82586.0,60
187,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38235456.0,85428.0,58
188,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35995968.0,81054.0,60
189,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",37115712.0,82512.0,59
190,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",36132672.0,85428.0,59
191,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",10513920.0,24642,3,"[4.0, 5.0, 25, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",2239488.0,5832,4,"[3.0, 4.0, 42, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35012928.0,82512.0,60
192,248640.0,7252,7,"[8.0, 10.0, 3.0, 10]",9547776.0,24864,4,"[4.0, 6.0, 21, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35166528.0,85650.0,60
193,248832.0,7168,7,"[9.0, 9.0, 3.0, 10]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",6718464.0,14580,5,"[3.0, 3.0, 56, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",38235648.0,85344.0,58
194,248832.0,7168,7,"[9.0, 9.0, 3.0, 10]",12616704.0,24642,2,"[4.0, 4.0, 32, 64.0]",3097600.0,6050,2,"[4.0, 4.0, 32, 128.0]",6195200.0,12100,4,"[4.0, 4.0, 32, 128.0]",3359232.0,8748,3,"[3.0, 3.0, 56, 256.0]",4478976.0,10206,7,"[3.0, 4.0, 42, 256.0]",1557504.0,3380,5,"[3.0, 3.0, 56, 512.0]",3115008.0,6084.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",663552.0,1296.0,10,"[3.0, 3.0, 56, 512.0]",35996160.0,80970.0,60
